ad_id,list_time,subject,body_short,price_usd,price_byn,company_ad,ad_link,district,area_total,area_living,area_kitchen,balcony,condition,floor,floors_total,building_type,building_year,area_code,location_lon,location_lat,address,contact_name,rooms
1078114496,2026-08-04T07:46:26Z,Сдается 2-х комнатная Захарова 64 пл.Победы.,"Сдается 2-х комнатная квартира рядом с пл. Победы на длительный срок. Чистая,аккуратная. Из спальных мест-диван. Тихий центр. Все в шаговой доступност",420.0,1221.4,True,https://re.kufar.by/vi/1078114496,200,50.0,,,3,1,,,,,25,27.585196,53.897005,"Захарова ул, 64, Минск",ООО Альфа-риэлт,
1078831559,2026-08-04T07:44:21Z,Долгосрочная аренда квартиры Минск,"Впервые предлагается в аренду уютная и ухоженная 2-комнатная квартира, в которой ранее проживал только собственник. Квартира подготовлена к комфортном",800.0,2326.48,False,https://re.kufar.by/vi/1078831559,80,61.1,58.2,13.0,3,1,2.0,7.0,1,2004.0,30,27.477327,53.90683,"Притыцкого ул, 41, Минск",Ольга,4.0
1077034402,2026-08-04T07:42:02Z,Длительная аренда квартиры ( от года),Без животных и детей.,500.0,1454.05,False,https://re.kufar.by/vi/1077034402,55,42.0,,,1,5,19.0,21.0,,,29,27.52041,53.886934,"Дзержинского пр, 15, Минск",Елена,4.0
1079630383,2026-08-04T07:41:16Z,Сдам 1-ую квартиру,Сдам однокомнатную квартиру студию на длительный срок (без животных),687.73,2000.0,False,https://re.kufar.by/vi/1079630383,,42.4,,,,5,14.0,19.0,2,2019.0,24,27.625773,53.923742,"Макаёнка ул, 12В, Минск",Вероника,
1079191975,2026-08-04T07:39:18Z,Сдается квартира,"Сдается уютная, полностью укомплектованная однокомнатная квартира-студия по адресу ул. Николы Теслы, 8. Идеальный вариант для тех, кто ценит комфорт,",484.85,1410.0,False,https://re.kufar.by/vi/1079191975,170,32.0,28.0,,1,5,4.0,19.0,10,2020.0,28,27.533326127807356,53.869802553770526,"Николы Теслы ул, 8, Минск",Ди,3.0
1079629606,2026-08-04T07:34:39Z,2к квартира Северный Берег,"Сдается новая квартира на длительный срок в прекрасном районе Северного берега, I квартал рядом с Lake Side, 5 этаж из 7, окна на южную сторону. Кварт",722.12,2100.0,False,https://re.kufar.by/vi/1079629606,,47.0,,,1,10,5.0,7.0,2,2025.0,23,27.568344,53.965158,"Виталия Цвирко ул, 102, Минск",Продавец,3.0
1079629519,2026-08-04T07:33:28Z,2 комнатная квартира по ул. Берута 22,"в аренду 2 комнатная квартира по ул. Берута 22. Метро пушкинская 10минут. Все есть для проживания. Можно кота. Звоните. 
Выбор квартир и комнат по гор",450.0,1308.65,True,https://re.kufar.by/vi/1079629519,290,46.2,30.7,5.8,,1,,,,,30,27.504483,53.899833,"Болеслава Берута ул, 22к2, Минск",ООО Альфа-риэлт,
1079629423,2026-08-04T07:33:12Z,Cдам квартиру 4 комнаты Уручье,"Сдаётся уютная четырехкомнатная квартира от собственника на 1 этаже 9-ти этажного панельного дома. Квартира сдаётся без мебели. 
Только граждане РБ.
В",750.0,2181.08,False,https://re.kufar.by/vi/1079629423,280,90.0,82.0,7.1,4,5,1.0,9.0,1,1987.0,24,27.689077,53.942608,"Руссиянова ул, 12, Минск",Юрий,
1077566654,2026-08-04T07:29:28Z,Однокомнатная квартира,"Сдаётся 1 комнатная квартира (Евродвушка) в престижном доме с отличным ремонтом в Фрунзенском районе столицы. Квартира находится на 6 этаже, укомплект",515.8,1500.0,False,https://re.kufar.by/vi/1077566654,290,54.0,19.0,12.0,3,5,6.0,16.0,10,2009.0,30,27.507025,53.901812,"Болеслава Берута ул, 11А, Минск",Игорь,2.0
1068931466,2026-08-04T07:28:47Z,"Аренда 2-комнатной квартиры, Друйская 61","РАБОТАЕМ ПО ФАКТУ 
Сдается 2-х комнатная квартира по ул. Друйская 61 общ.пл.  70,9 кв.м. Клубный дом «Вилла Рива»  находится в необычном уютном дворе,",900.0,2617.29,True,https://re.kufar.by/vi/1068931466,,70.9,51.3,,3,,1.0,3.0,4,2016.0,23,27.586113,53.96703,"Друйская ул, 61, Минск",ООО Центр недвижимости ГАЛАКТИКА,
1072459442,2026-08-04T07:27:24Z,"Аренда 1-комнатной квартиры, Ливенцева 4","Сдается аккуратная 1-комнатная квартира на ул. Ливенцева 4 

Сдается светлая и уютная однокомнатная квартира со свежим ремонтом на длительный срок. В",450.0,1308.65,True,https://re.kufar.by/vi/1072459442,,42.4,17.9,9.2,3,,16.0,17.0,1,2022.0,26,27.636463,53.861855,"Виктора Ливенцева ул, 4, Минск",ООО Центр недвижимости ГАЛАКТИКА,
1079277109,2026-08-04T07:21:52Z,Аренда квартиры,"Сдается стильная, абсолютно новая квартира с дизайнерским ремонтом в доме клубного типа, есть абсолютно все для комфортной жизни, вся техника и мебель",850.0,2471.89,False,https://re.kufar.by/vi/1079277109,220,45.0,45.0,,1,10,1.0,2.0,4,2025.0,23,27.584846,53.943901,"переулок Максима Богдановича, 28, Минск",Борис,2.0
1078571864,2026-08-04T07:17:45Z,Сдам уютную двухкомнатную квартиру в центре Минска,"Сдаётся двухкомнатная, уютная квартира в центре Минска от собственника.",530.0,1541.29,True,https://re.kufar.by/vi/1078571864,120,40.0,24.0,7.5,3,5,3.0,9.0,1,,23,27.576213,53.924993,"Кульман ул, 26, Минск",ИП Головня Михаил Михайлович,
1079625837,2026-08-04T07:15:26Z,Сдам 3- комнатную квартиру в Лошице,"Уютная 3-комнатная квартира в хорошем районе.
Ремонт выполнен, мебель есть.
Рядом всё необходимое: остановка, магазины, Лошицкий парк.
Прекрасные сосе",687.73,2000.0,False,https://re.kufar.by/vi/1079625837,145,65.0,,,1,1,8.0,9.0,1,2004.0,27,27.573312,53.837348,"Игуменский тракт, 36, Минск",европочта,
1079626118,2026-08-04T07:14:52Z,Квартира,"Из мебели только кухня, если нет своей предоставим",378.25,1100.0,False,https://re.kufar.by/vi/1079626118,80,40.0,,8.0,2,1,3.0,,1,,30,27.450529895904452,53.897083994774206,"Одинцова ул, 11, Минск",Ирина,1.0
1075556749,2026-08-04T07:11:04Z,Квартира у Площади Победы к сентябрю,"Ищу хороших людей для съёма квартиры.
Иностранцам можно.
Регистрация  будет.
Залог подлежит обсуждению.
Мелкие животные возможно,нужно обсуждать.
Квар",680.0,1977.51,False,https://re.kufar.by/vi/1075556749,,36.0,25.0,4.5,2,10,1.0,3.0,3,,24,27.598833,53.904013,"Козлова ул, 35, Минск",Петра Румянцева 17    м.Площадь Победы,4.0
1079624776,2026-08-04T07:02:33Z,Сдам квартиру,Сдам квартиру на длительный срок без животных. все новое никто не жил. Рассмотрю варианты с детьми от 6 лет. Все вопросы по телефону. Фото по запросу,700.0,2035.67,False,https://re.kufar.by/vi/1079624776,,72.0,,,1,5,17.0,19.0,2,2017.0,29,27.441924,53.873574,"Маршала Лосика ул, 31, Минск",Андрей,
1079513254,2026-08-04T07:00:40Z,Сдается жилье для работников,Сдается жилье для работников. Квартира в частном доме с отдельным входом и своим двором. 3 комнаты: 2 изолированные (3 надувные кровати и 4 кровати с,756.51,2200.0,False,https://re.kufar.by/vi/1079513254,290,60.0,42.0,9.0,2,,,,,,30,27.510924,53.902862,"Верещагина ул, 24, Минск",Николай,7.0
1079132757,2026-08-04T06:56:27Z,"Сдается 1 комнатная квартира, Сухарево","Сдаётся однокомнатная квартира в Сухарево-5 (ул. Скрипникова,11). 
Хороший ремонт. На встроенной кухне имеется холодильник, варочная электрическая пан",500.0,1454.05,False,https://re.kufar.by/vi/1079132757,,47.1,19.2,9.6,1,5,6.0,16.0,4,2007.0,30,27.420364,53.890755,"Скрипникова ул, 11, Минск",Илона,2.0
1064906946,2026-08-04T06:56:07Z,Сдается стильная двухуровневая 6-ти комнатная квартира в 100м от универсама ''Рига'',"Сдается на длительный срок стильная двухуровневая квартира в чистом, благоустроенном районе города. Предоплата не менее, чем за 3 месяца.
Полностью го",1249.0,3632.22,True,https://re.kufar.by/vi/1064906946,,186.7,120.5,33.7,4,5,9.0,10.0,3,2000.0,23,27.589903,53.931207,"Леонида Беды ул, 6, Минск",УП Дианэст,10.0
1055936774,2026-08-04T06:52:11Z,Сдам квартиру в г. Минск для командированных,"Предлагаем квартиру для КОМАНДИРОВОЧНЫХ. Работаем с ЮРЛИЦАМИ
Отчетные документы, наличный и безналичный расчет.
От 1 до 6 человек
Долгосрочная аренда",0.0,0.0,True,https://re.kufar.by/vi/1055936774,255,64.0,,,3,5,2.0,9.0,,,25,27.675198,53.915263,"Высокая ул, 11В, Минск",ООО ШаКоХаус,4.0
1079623957,2026-08-04T06:45:20Z,Сдам квартиру,"Сдается 3-х комнатная квартира гражданам РБ и РФ. Есть мебель, бытовая техника, кондиционеры. Квартира чистая, светлая. В 30 метрах от подъезда зарядк",600.0,1744.86,False,https://re.kufar.by/vi/1079623957,,70.0,50.0,12.0,3,5,12.0,12.0,3,2006.0,27,27.567949,53.871429,"Маяковского ул, 140, Минск",Алиса,5.0
1078733342,2026-08-04T06:36:43Z,СДАЁТСЯ 2-Х КОМНАТНАЯ КВАРТИРА,"Сдаётся 2-х комнатная квартира на длительный срок от собственника,с 5 августа .
ТОЛЬКО ГРАЖДАНАМ РБ,  ДВУМ ДЕВУШКАМ СТАРШЕ 21 ГОДА!!! Рядом магазины,а",450.0,1308.65,False,https://re.kufar.by/vi/1078733342,135,51.0,,,1,1,3.0,9.0,1,,28,27.518092,53.850242,"Брестская ул, 78, Минск",Елена,2.0
1079623043,2026-08-04T06:34:13Z,Сдам квартиру 1-комн. Минск метро рядом,"Чистая, уютная, не захламленная квартира. 
Сдаётся исключительно семье без вредных привычек, без домашних животных на длительный срок. 
Укомплектованн",350.0,1017.84,False,https://re.kufar.by/vi/1079623043,265,50.0,,,1,1,,,,,30,27.425772,53.893275,"Ивана Шамякина ул, Минск",Екатерина,
1079599611,2026-08-04T06:31:19Z,Однокомнатная квартира,"В хорошем состоянии,хозяйка одна.Развитая инфраструктура,через дорогу гипермаркет Гиппо. Сдается желательно парам,рассмотрим все варианты.",343.87,1000.0,False,https://re.kufar.by/vi/1079599611,,40.0,17.0,12.0,3,1,9.0,19.0,2,2018.0,30,27.460968,53.87625,"Максима Горецкого ул, 3, Минск",titokat,
1079622952,2026-08-04T06:29:43Z,Уютная 2-к квартира в Чижовке,"Сдаётся 2-х комн. квартира (51,5 кв. м.), 8-й этаж 9-ти этажного дома. 

Полностью укомплектована всей необходимой мебелью и бытовой техникой (холодил",420.0,1221.4,False,https://re.kufar.by/vi/1079622952,305,51.5,33.0,7.0,3,1,8.0,9.0,3,1974.0,26,27.632232,53.839399,"Голодеда ул, 31, Минск",Валерия,6.0
1079598650,2026-08-04T06:25:40Z,Студия в Минск-Мир,"Сдаётся уютная студия в современном жилом комплексе Минск-Мир. Квартира идеально подойдёт для одного человека или пары, удобное расположение (3 минуты",447.03,1300.0,False,https://re.kufar.by/vi/1079598650,170,33.0,28.0,6.0,4,5,6.0,19.0,2,2021.0,28,27.54479670708597,53.86865643995664,"Николы Теслы ул, 18, Минск",Снежана,2.0
1079620975,2026-08-04T06:20:43Z,Квартира-студия,"Сдается квартира-студия в Лошице. Спокойный спальный район с развитой инфраструктурой.
Квартира готова к проживанию и оснащена всем необходимым:
- хол",378.25,1100.0,False,https://re.kufar.by/vi/1079620975,145,30.0,,,2,,1.0,9.0,2,2020.0,27,27.585627,53.841413,"Аркадия Смолича ул, Минск",Станислав,2.0
1079598424,2026-08-04T06:18:15Z,Сдам 1-комнатную квартиру,Сдается 1-комнатную квартиру.микрорайон Сосны.без мебели на длительный срок,0.0,0.0,False,https://re.kufar.by/vi/1079598424,250,47.0,,,1,15,2.0,,2,,26,27.769854,53.826226,"Академика Красина ул, 45, Минск",Александр,
1079598333,2026-08-04T06:16:21Z,1 к кв сдам около метро,"Уютная, тихая квартира в трёх минутах от метро Спортивная. Рядом магазины и вся инфраструктура.
Сдается порядочным платежеспособным людям по договору",447.03,1300.0,False,https://re.kufar.by/vi/1079598333,,37.0,,,3,1,,,,,30,27.482052,53.90491,"Бельского ул, 17, Минск",Вера Максимовна,
1078268864,2026-08-04T06:12:25Z,"4-к квартира  Академическая ул., 17","Потрясающая 4-комнатная квартира (159 кв.м.) + МАШИНОМЕСТО. Высота потолков 3,2 метра. Квартира оптимальна для комфортного проживания. Авторский дизай",1733.63,5041.56,True,https://re.kufar.by/vi/1078268864,5,159.3,91.9,26.1,3,,9.0,10.0,,2004.0,24,27.6013,53.9175,"Академическая ул, 17, Минск",ООО ТВОЯ СТОЛИЦА,
1059440907,2026-08-04T06:12:13Z,"4-к квартира  Казарменный пер., 4","Сдается в аренду просторная 4-комнатная квартира в Минске, расположенная по адресу: ул. Казарменный пер., в Ленинском районе. Это идеальное предложени",950.0,2762.7,True,https://re.kufar.by/vi/1059440907,,109.0,66.3,11.7,3,,4.0,9.0,,2002.0,27,27.5727,53.8951,"Казарменный переулок, 4, Минск",ООО ТВОЯ СТОЛИЦА,
1070256490,2026-08-04T06:12:02Z,"2-к квартира  Сторожовская ул., 6","Сдается превосходная 2-комнатная квартира в аренду в Минске, расположенная в самом сердце престижного Центрального района, по адресу: ул. Сторожевская",1199.05,3486.96,True,https://re.kufar.by/vi/1070256490,260,56.0,,,3,,12.0,12.0,,2011.0,22,27.5568,53.9103,"Сторожовская ул, 6, Минск",ООО ТВОЯ СТОЛИЦА,
1076924038,2026-08-04T06:11:53Z,"3-к квартира  Горецкого ул., 61","Сдается просторная 3-комнатная квартира в аренду в Минске, расположенная по адресу: ул. Горецкого. Это идеальное предложение для долгосрочной аренды в",599.53,1743.48,True,https://re.kufar.by/vi/1076924038,265,77.5,45.0,12.7,3,,6.0,9.0,,2000.0,30,27.4402,53.8897,"Максима Горецкого ул, 61, Минск",ООО ТВОЯ СТОЛИЦА,
1078178673,2026-08-04T06:11:35Z,Аренда квартиры (2 закрытые комнаты + кухня),"Долгосрочная аренда квартиры в Минск-Мире 
- Две изолированные комнаты с отдельной кухней!!!
- Много естественно света в каждой комнате
- Мебель, элек",680.0,1977.51,False,https://re.kufar.by/vi/1078178673,170,50.0,,,3,,6.0,20.0,,2021.0,28,27.53132437069689,53.86509326380384,"Лейтенанта Кижеватова ул, 3А, Минск",Дарья,5.0
1078268863,2026-08-04T06:11:26Z,"4-к квартира  Ратомская ул., 34","Новая четырехкомнатная квартира в ЖК «Олимпик парк». Дизайнерский ремонт. Современный малоквартирный дом 2018 года постройки, установлено видеонаблюде",2498.02,7264.5,True,https://re.kufar.by/vi/1078268863,140,128.0,,,3,,5.0,7.0,,2019.0,22,27.4519,53.9394,"Ратомская ул, 34, Минск",ООО ТВОЯ СТОЛИЦА,
1079118623,2026-08-04T06:11:10Z,"4-к квартира  Маяковского ул., 99",Просторная четырехкомнатная квартира в Ленинском районе. Общая площадь 100 м.кв. Год постройки дома 2013. Для комфортного проживания квартира полность,899.29,2615.22,True,https://re.kufar.by/vi/1079118623,,100.0,63.0,,3,,3.0,16.0,,2013.0,27,27.5721,53.8643,"Маяковского ул, 99, Минск",ООО ТВОЯ СТОЛИЦА,
1079613931,2026-08-04T06:10:55Z,Студия(1 комнатная квартира),"Сдам студию с заключением договора
Залог за месяц
БЕЗ детей и животных",500.0,1454.05,False,https://re.kufar.by/vi/1079613931,170,33.3,27.0,,3,,5.0,25.0,,,28,27.534896773701828,53.86371977181736,"Белградская ул, 16, Минск",Евгения,2.0
1059915801,2026-08-04T06:10:54Z,"3-к квартира  Победителей просп., 27","Трёхкомнатная квартира в ЖК «Славянский квартал. Площадь 82 кв.м. Дом 2012 года постройки. Ремонт выполнен по дизайнерскому проекту, вся мебель импорт",1400.0,4071.34,True,https://re.kufar.by/vi/1059915801,90,82.0,,,3,,13.0,25.0,,2012.0,22,27.5398,53.9117,"Победителей пр, 27, Минск",ООО ТВОЯ СТОЛИЦА,
1077269159,2026-08-04T06:10:39Z,"3-к квартира  Победителей просп., 27","Трёхкомнатная квартира в ЖК «Славянский квартал. Площадь 82 кв.м. Дом 2012 года постройки. Ремонт выполнен по дизайнерскому проекту, вся мебель импорт",1300.0,3780.53,True,https://re.kufar.by/vi/1077269159,90,82.0,55.0,,1,,13.0,25.0,,2012.0,22,27.5398,53.9121,"Победителей пр, 27, Минск",ООО ТВОЯ СТОЛИЦА,
1074277848,2026-08-04T06:10:26Z,"2-к квартира  Немига ул., 10","Вы современны, с хорошим вкусом, и с желанием провести частичку своей жизни в атмосфере стильного комфорта и домашнего уюта? Вам импонирует жить в сер",1470.0,4274.91,True,https://re.kufar.by/vi/1074277848,,54.0,28.7,6.9,2,,6.0,10.0,,1986.0,22,27.5495,53.9036,"Немига ул, 10, Минск",ООО ТВОЯ СТОЛИЦА,
1051518372,2026-08-04T06:10:10Z,"3-к квартира  Немига ул., 14","Трехкомнатная квартира в самом центре г. Минска. Общая площадь 64,6 м. кв.  Для комфортного проживания квартира укомплектована всей необходимой мебель",900.0,2617.29,True,https://re.kufar.by/vi/1051518372,,64.6,42.2,,3,,4.0,12.0,,1991.0,22,27.5487,53.9029,"Немига ул, 12, Минск",ООО ТВОЯ СТОЛИЦА,
1072960101,2026-08-04T06:09:56Z,"3-к квартира  Беды ул., 26","Ищете комфортную 3-комнатную квартиру в аренду в Минске? Предлагается просторная квартира в престижном Советском районе, на улице Беды. Идеальный вари",899.29,2615.22,True,https://re.kufar.by/vi/1072960101,220,89.3,68.5,,3,,9.0,10.0,,2015.0,23,27.5928,53.9354,"Леонида Беды ул, 26, Минск",ООО ТВОЯ СТОЛИЦА,
1075517573,2026-08-04T06:09:46Z,"2-к квартира  Мястровская ул., 8","Стильная двухкомнатная квартира, притягивающая своим комфортом и уютом. Новый дом (2013 год постройки), видеонаблюдение, рядом детская площадка. Площа",799.37,2324.64,True,https://re.kufar.by/vi/1075517573,,61.4,38.1,9.3,3,,15.0,22.0,,2013.0,22,27.4758,53.9342,"Мястровская ул, 8, Минск",ООО ТВОЯ СТОЛИЦА,
1071446696,2026-08-04T06:09:24Z,"2-к квартира  Победителей просп., 27","Просторная 2-комнатная квартира в Минске с машиноместом в паркинге!!! 

 Ищете идеальную квартиру для аренды в Минске? Представляем вашему вниманию 2-",1398.89,4068.12,True,https://re.kufar.by/vi/1071446696,90,70.0,,,3,,6.0,24.0,,2012.0,22,27.5398,53.9117,"Победителей пр, 27, Минск",ООО ТВОЯ СТОЛИЦА,
1076413873,2026-08-04T06:09:11Z,"4-к квартира  Лукьяновича ул., 2/В","Стильная четырехкомнатная квартира в скандинавском стиле. Площадь 121 кв.м. Квартира находится в новом доме, расположенном в в одном из самых экологич",1498.81,4358.7,True,https://re.kufar.by/vi/1076413873,,121.0,88.0,,2,,7.0,17.0,,2014.0,23,27.6063,53.9432,"Лукьяновича ул, 2, Минск",ООО ТВОЯ СТОЛИЦА,
1077550399,2026-08-04T06:09:01Z,"4-к квартира  Червякова ул., 55","Сдается просторная 4-комнатная квартира в престижном Центральном районе Минска, на улице Червякова. Этот идеальный вариант для комфортного проживания",1348.93,3922.83,True,https://re.kufar.by/vi/1077550399,,147.4,102.7,43.7,1,,7.0,9.0,,2010.0,22,27.5482,53.9293,"Червякова ул, 55, Минск",ООО ТВОЯ СТОЛИЦА,
1057607923,2026-08-04T06:08:48Z,"4-к квартира  Сурганова ул., 27","Сдается просторная 4-комнатная квартира в Минске! Идеальный вариант для комфортного проживания в Советском районе.  

  Расположенная по адресу ул. Су",2000.0,5816.2,True,https://re.kufar.by/vi/1057607923,,239.0,147.0,,3,,3.0,7.0,,2004.0,23,27.5952,53.9249,"Сурганова ул, 27, Минск",ООО ТВОЯ СТОЛИЦА,
1027966967,2026-08-04T06:08:25Z,"4-к квартира  Чехова ул., 3","Элитная 4-х комнатная квартира 188 кв.м с машиноместом в подземном гараже, кухней 30 кв.м, гостиной 40 кв.м двумя санузлами, роялем Steinway и большой",1988.43,5782.54,True,https://re.kufar.by/vi/1027966967,,231.6,136.7,28.9,3,,4.0,8.0,,2002.0,22,27.5295,53.9144,"Чехова ул, 3, Минск",ООО ТВОЯ СТОЛИЦА,
1079613314,2026-08-04T06:08:24Z,Сдам квартиру-студию,"Квартира полностью готова для проживания,сдаём по договору для чистоплотный пары, до апреля, вся техника новая до метро Аэродромная 5 минут",515.8,1500.0,False,https://re.kufar.by/vi/1079613314,170,31.0,20.0,9.0,3,5,9.0,25.0,2,2023.0,28,27.547431,53.863189,"Братская ул, 13, Минск",Ольга,2.0
1078753594,2026-08-04T06:08:09Z,"2-к квартира  Партизанский просп., 76","Двухкомнатная квартира в Заводском районе. В квартире есть вся необходимая мебель и бытовая техника: холодильник, стиральная машина автомат, печь СВЧ,",484.62,1409.31,True,https://re.kufar.by/vi/1078753594,,42.18,29.83,,1,,5.0,5.0,,1962.0,26,27.6417,53.8706,"Партизанский пр, 76, Минск",ООО ТВОЯ СТОЛИЦА,
1074277850,2026-08-04T06:07:58Z,"2-к квартира  Сторожевская ул., 6","Роскошная квартира в центре Минска в престижном доме: контроль доступа, 24-часовая охрана и услуги консьержа, камеры видеонаблюдения, 3 смарт-лифта, c",1800.0,5234.58,True,https://re.kufar.by/vi/1074277850,260,66.0,50.0,,3,,14.0,16.0,,2012.0,22,27.5568,53.9103,"Сторожовская ул, 6, Минск",ООО ТВОЯ СТОЛИЦА,
1057850496,2026-08-04T06:07:32Z,"2-к квартира  Богдановича ул., 136","Новая стильная двухкомнатная квартира в современном доме. Дом 2010 г. постройки. 

 Общая площадь 65,8 кв.м. Просторная кухня 13,1 м.кв. 

 Ремонт вып",749.41,2179.35,True,https://re.kufar.by/vi/1057850496,220,65.0,34.0,13.0,3,,8.0,26.0,,2010.0,23,27.5849,53.9384,"Максима Богдановича ул, 136, Минск",ООО ТВОЯ СТОЛИЦА,
1079310578,2026-08-04T06:06:51Z,"3-к квартира  Рокоссовского просп., 80","Сдается просторная и уютная 3-комнатная квартира в Ленинском районе — отличный вариант для комфортной жизни вашей семьи!  

 Квартира расположена на 3",649.49,1888.77,True,https://re.kufar.by/vi/1079310578,230,95.0,56.0,13.0,3,,3.0,8.0,,2007.0,27,27.6039,53.8631,"Рокоссовского пр, 80, Минск",ООО ТВОЯ СТОЛИЦА,
