ad_id,list_time,subject,body_short,price_usd,price_byn,company_ad,ad_link,rooms,district,area_total,area_living,area_kitchen,balcony,condition,floor,floors_total,building_type,building_year,area_code,location_lon,location_lat,address,contact_name
1074195156,2026-07-01T19:49:41Z,Сдам в аренду евродвушку в минск-мире,"Сдаётся евродвушка на длительный срок желательно парам, (двухкомнатная студия с отдельной спальней) в новом доме Минск-Мир. 
Дом Прага расположен рядо",576.35,1675.0,False,https://re.kufar.by/vi/1074195156,3.0,170,41.0,25.0,14.0,3,10,18.0,25.0,10,2022.0,28,27.542409,53.867623,"Игоря Лученка ул, 11, Минск",Анатолий
1074648721,2026-07-01T19:28:19Z,Аренда новой стильной студии с дизайнерским ремонтом,Сдается НОВАЯ СТИЛЬНАЯ студия с ДИЗАЙНЕРСКИМ РЕМОНТОМ.Первое заселение.До метро 8 мин пешком .Отличное месторасположение.Есть вся необходимая техника,1000.0,2906.2,False,https://re.kufar.by/vi/1074648721,,170,32.0,32.0,,3,10,4.0,19.0,10,2025.0,28,27.55651068630695,53.863177911946956,"Леонида Щемелёва ул, 14, Минск",Ирина
1075443715,2026-07-01T19:23:35Z,Сдаю 3-х комнатную квартиру,"Сдаём 3-х комнатную квартиру. В уютном месте. Магазины, аптеки, Вайлдберриз, остановочные пункты, детские сады и школа в шаговой доступности. Во дворе",550.55,1600.0,False,https://re.kufar.by/vi/1075443715,3.0,290,66.79,46.22,7.63,3,1,2.0,5.0,4,1973.0,30,27.48362657006206,53.89667025754301,"Бельского ул, 55, Минск",Елена
1075103731,2026-07-01T19:20:03Z,Аренда квартиры,"Уютная , современная квартира в прекрасном комплексе Парк Челюскинцев. Квартира с дизайнерским  ремонтом укомплектована всем необходимым для роскошной",1200.0,3487.44,False,https://re.kufar.by/vi/1075103731,4.0,,58.0,58.0,,2,10,6.0,15.0,2,2024.0,24,27.622827,53.925025,"Независимости пр, 88, Минск",Елена
1075442616,2026-07-01T19:00:36Z,Недвижимость,Квартира долгосрочная аренда квартира в нормальном состоянии метро 2 минуты рядом 100 м заправка для электро автомобиля десятый этаж,380.0,1104.36,False,https://re.kufar.by/vi/1075442616,1.0,,48.0,2010.0,,1,1,,,2,2013.0,22,27.561831,53.902284,Минск,Светлана Сергеенко
1072728468,2026-07-01T18:54:00Z,1-комнатная квартира,"Сдается на 2-4 месяца! 
Устали от шума города, надоели ""муравейники"" типа ""Минск-мир"" и хочется тишины?
Самый тихий район в центре города!
Рядом магаз",500.0,1453.1,False,https://re.kufar.by/vi/1072728468,2.0,200,36.0,24.0,8.0,3,10,6.0,8.0,3,1983.0,25,27.580759,53.897769,"Пулихова ул, 23, Минск",Павел
1074521709,2026-07-01T18:52:09Z,Сдам квартиру на П. Шпилевского,"Сдается просторная 1 комнатная квартира в аренду на длительный срок. Отличное место место расположение, развитая  инфраструктура, дом ухоженный, два л",500.0,1453.1,False,https://re.kufar.by/vi/1074521709,3.0,145,50.0,,,3,10,2.0,23.0,,,27,27.56517202684865,53.84541752531325,"Павла Шпилевского ул, 57, Минск",Наталья
1075442011,2026-07-01T18:49:25Z,Сдам квартиру возле Парка Челюскинцев,"Сдам уютную квартиру, рядом с парком Челюскинцев. Метро Московская и Парк Челюскинцев в шаговой доступности. В квартире сделан хороший ремонт. Квартир",1050.0,3051.51,False,https://re.kufar.by/vi/1075442011,,,60.0,,,1,10,11.0,25.0,2,2022.0,24,27.625084252549065,53.92455123292626,"Макаёнка ул, 12Г, Минск",Андрей
1072045295,2026-07-01T18:33:33Z,Квартира в аренду,"Сдаётся 2-комнатная квартира площадью 68.6 кв. м в миниполисе «Каскад» с хорошим ремонтом.

В квартире есть всё необходимое для комфортного проживания",650.0,1889.03,False,https://re.kufar.by/vi/1072045295,,110,68.6,,,1,10,8.0,,,,30,27.5165862641422,53.90905006554832,"Скрыганова ул, 2, Минск",Артем
1074478648,2026-07-01T18:29:36Z,сдам квартиру на длительный срок,"Сдается дне большая уютная квартира в микрорайоне Мир Минск , хорошая шума изоляция, стиральная , посудомойка, вся бытовая техника ,кондиционер, микро",536.78,1560.0,False,https://re.kufar.by/vi/1074478648,2.0,170,28.6,24.0,5.0,3,10,2.0,25.0,,2023.0,28,27.555345,53.860768,"Игоря Лученка ул, 32, Минск",Марина
1075439147,2026-07-01T18:22:00Z,Однокомнатная квартира,"Сдается однокомнатная квартира. 
Первое заселение после ремонта.

Только в долгосрочную аренду от 1 года.
БЕЗ ЖИВОТНЫХ!!!!
Новая мебель и техника
Офиц",500.0,1453.1,False,https://re.kufar.by/vi/1075439147,2.0,105,40.0,,,3,5,6.0,10.0,1,2015.0,30,27.437423,53.92275,"Колесникова ул, 23, Минск",Татьяна
1075438757,2026-07-01T18:16:24Z,Студия на Жуковского,"Студия 31,7 (34 с балконом).
3 минуты до метро  Ковальская слобода. 
На длительный срок-  от года по договору найма.
Застрахована. 
Коммунальные льгот",500.0,1453.1,False,https://re.kufar.by/vi/1075438757,2.0,15,31.7,22.9,,1,10,9.0,12.0,10,2024.0,28,27.547737,53.875087,"Жуковского ул, 16, Минск",Наталья
1075437485,2026-07-01T17:53:52Z,Недвижимость,"Сдается на длительный срок уютная однокомнатная квартира метро в 50м от дома Каменная горка. Рядом магазины, рынок, поликлиника, кафе, аптека. Во двор",412.91,1200.0,False,https://re.kufar.by/vi/1075437485,2.0,80,45.0,20.0,10.0,3,1,6.0,12.0,10,2010.0,30,27.437117154665422,53.906151446799036,"Притыцкого ул, 97, Минск",Александр
1058303976,2026-07-01T17:51:53Z,Сдаётся конкурсная квартира на длительный срок Макаёнка 12Л,"Сдам 1-комн квартиру с дизайнерским ремонтом. Квартира участвовала в конкурсе на портале Обстановка 
Панорамные окна с видом на Парк Челюскинцев . Ква",800.0,2324.96,False,https://re.kufar.by/vi/1058303976,2.0,,42.0,39.0,,3,10,4.0,25.0,10,2021.0,24,27.624021,53.921785,"Макаёнка ул, 12Л, Минск",Екатерина
1058305156,2026-07-01T17:49:33Z,Сдаётся квартира на длительный срок на Макаёнка,"Сдам 1-комн квартиру с дизайнерским ремонтом. 
Панорамные окна с видом на Парк Челюскинцев . Квартира полностью укомплектована мебелью и бытовой техни",800.0,2324.96,False,https://re.kufar.by/vi/1058305156,2.0,,41.0,37.0,,3,10,7.0,25.0,10,2020.0,24,27.624336,53.923604,"Макаёнка ул, 12Е, Минск",Екатерина
1075437100,2026-07-01T17:47:31Z,"Снять 1-комнатную квартиру, г. Минск, ул. Янковского, 28",Сдается уютная 1-комнатная квартира с современным ремонтом,600.0,1743.72,False,https://re.kufar.by/vi/1075437100,1.0,,42.0,17.0,10.0,1,5,4.0,19.0,1,2008.0,30,27.450943,53.878224,"Янковского ул, 28, Минск",Виталий
198760252,2026-07-01T17:47:01Z,"Новая 2шка, пр-т Дзержинского 92 (м. Петровщина)","Аренда от собственника, без комиссии агентам и дополнительных платежей.

ВАЖНО: Коммунальные платежи и интернет уже включены в стоимость.

Просторная",1000.0,2906.2,False,https://re.kufar.by/vi/198760252,2.0,320,54.0,,,3,10,,23.0,2,2022.0,29,27.486561,53.866359,"Дзержинского пр, 92, Минск",Сергей
1072540251,2026-07-01T17:39:27Z,"Сдам Новую 1-комнатную квартиру,Минск,Братская 3",Сдается впервые! Новая квартира-студия Минск-Мир ул. Братская 3( Дом Тель-Авив).Полностью готова к комфортной жизни.Заселение по официальному договору,600.0,1743.72,False,https://re.kufar.by/vi/1072540251,2.0,170,27.3,25.7,,3,10,13.0,14.0,2,2025.0,28,27.55159,53.86611,"Братская ул, 3, Минск",Ольга
1075436002,2026-07-01T17:28:28Z,Аренда 2-х комнатной квартиры,"Сдается уютная и теплая квартира с современным ремонтом и необходимой техникой (кондиционер установлен в июне, стиральная машина, холодильник, варочна",595.0,1729.19,False,https://re.kufar.by/vi/1075436002,4.0,,43.0,,5.7,2,5,1.0,5.0,4,1969.0,22,27.565415,53.932861,"Орловская ул, 2, Минск",Галина
1075435741,2026-07-01T17:23:30Z,"Долгосрочная аренда 1к квартиры по адресу: г. Минск, ул. Жуковского, 2","Сдается уютная 1-комнатная квартира в долгосрочную аренду для 1 или 2 человек. Рассмотрим варианты с ребенком. БЕЗ ЖИВОТНЫХ
Адрес: г. Минск, ул. Жуков",550.0,1598.41,False,https://re.kufar.by/vi/1075435741,4.0,,50.4,19.6,11.7,1,5,5.0,13.0,4,2009.0,28,27.549783162787687,53.88486876957224,"Жуковского ул, 2, Минск",Ольга
1075435114,2026-07-01T17:16:51Z,Сдается квартира на длительный срок,"Сдается квартира, без животных.",584.96,1700.0,False,https://re.kufar.by/vi/1075435114,,,44.0,37.0,,1,5,6.0,16.0,2,2020.0,24,27.625522,53.922851,"Макаёнка ул, 12Б, Минск",Валентина
1075435118,2026-07-01T17:12:31Z,"Аренда: двухкомнатная квартира, пр.Мира,1","Сдается двухкомнатная квартира на длительный срок в элитном доме. Укомплектована всей необходимой техникой (стиральная и посудомоечная машины, встроен",600.0,1743.72,False,https://re.kufar.by/vi/1075435118,4.0,170,41.6,34.3,,3,5,9.0,14.0,10,2020.0,28,27.549991,53.869784,"Мира пр, 1, Минск",Руслан
1044547462,2026-07-01T16:56:28Z,"Квартира, 1 комн., 47 м², этаж 1 из 3","Сдается однокомнатная квартира в клубном доме . Есть необходимый набор мебели и техники для комфортного проживания ( стиральная машина установлена , н",415.0,1206.07,False,https://re.kufar.by/vi/1044547462,1.0,,47.0,40.0,,2,10,1.0,3.0,4,2022.0,26,27.685682,53.856647,"Партизанский пр, 172, Минск",Виталий
1075430927,2026-07-01T16:51:24Z,"Аренда 2-комнатной квартиры, Кирова 2","На длительный срок сдается двухкомнатная квартира в центре города. Есть вся необходимая мебель и техника. 
Тихие соседи.
Низкие коммунальные платежи.",650.0,1889.03,True,https://re.kufar.by/vi/1075430927,,,57.3,30.8,10.0,1,,4.0,5.0,,1951.0,28,27.551888,53.891891,"Кирова ул, 2, Минск",ООО Центр недвижимости ГАЛАКТИКА
1075430929,2026-07-01T16:51:24Z,"Аренда 3-комнатной квартиры, Захарова 67/1","Сдаётся просторная, комфортабельная трехкомнатная квартира. Жильё находится по ул. Захарова 67/1. Качественный ремонт, дизайнерская планировка. Имеетс",750.0,2179.65,True,https://re.kufar.by/vi/1075430929,,200,106.6,66.8,12.5,,,8.0,16.0,4,,25,27.588179,53.897461,"Захарова ул, 67к1, Минск",ООО Центр недвижимости ГАЛАКТИКА
1075430922,2026-07-01T16:51:23Z,"Аренда 3-комнатной квартиры, Савицкого 2","3-комнатная квартира-студия, которая находится на 8-м этаже по адресу: ул. Савицкого, 2 (Минск-мир)
Дом 2023 года постройки. Общая площадь квартиры 54",720.0,2092.46,True,https://re.kufar.by/vi/1075430922,,170,54.8,48.9,,3,,8.0,15.0,4,2023.0,28,27.528689,53.869508,"Михаила Савицкого ул, 2, Минск",ООО Центр недвижимости ГАЛАКТИКА
1075430923,2026-07-01T16:51:23Z,"Аренда 1-комнатной квартиры, Нововиленская 53","1-комнатная квартира-студия с дизайнерским ремонтом, которая находится на 8-м этаже по адресу: ул. Нововиленская, 53.
Дом 2024 года постройки. Общая п",650.0,1889.03,True,https://re.kufar.by/vi/1075430923,,,40.8,31.0,,3,,7.0,9.0,10,2024.0,22,27.530082,53.936953,"Нововиленская ул, 53, Минск",ООО Центр недвижимости ГАЛАКТИКА
1075430926,2026-07-01T16:51:23Z,"Аренда 1-комнатной квартиры, Кропоткина 61","Работаем по факту 

Сдается  1 комнатная квартира по ул. Кропоткина 61  в ЖК ""Фарфоровый"" с дизайнерским ремонтом. Укомплектована всей техникой ( TV,",700.0,2034.34,True,https://re.kufar.by/vi/1075430926,,,42.7,40.7,,1,,6.0,15.0,4,2023.0,22,27.556808,53.920368,"Кропоткина ул, 61, Минск",ООО Центр недвижимости ГАЛАКТИКА
1075430229,2026-07-01T16:42:17Z,КВ у метро ПАРК ЧЕЛЮСКИНЦЕВ,"Сдается 2 комн. уютная сталинка с евроремонтом от собственника на длительный срок, 3 этаж, высокие потолки 3 метра.

метро Парк Челюскинцев, Центр.

П",670.0,1947.15,False,https://re.kufar.by/vi/1075430229,2.0,,50.3,29.0,7.0,1,5,3.0,4.0,3,1959.0,24,27.605777,53.924972,"переулок Кузьмы Чорного, 7, Минск",Сергей
1075430324,2026-07-01T16:41:45Z,Сдам 2 км в 5 мин пешком от м. Михалово,"Ищете комфортное жилье в тихом и развитом районе? Предлагаю в аренду светлую и теплую двухкомнатную квартиру. Идеальный вариант для одного человека, п",350.0,1017.17,False,https://re.kufar.by/vi/1075430324,3.0,55,30.0,20.0,7.0,2,1,2.0,2.0,3,1970.0,29,27.510672,53.881228,"Смирнова ул, Минск",Ольга
1073375971,2026-07-01T16:39:04Z,"Аренда 2-комнатной квартиры, Кальварийская 16","РАБОТАЕМ ПО ФАКТУ 
СДАЕТСЯ ОТ МЕСЯЦА И БОЛЕЕ
Сдается просторная студия общ.пл. 71 кв.м.  в ЖК ""Парус"".  Панорамные окна в пол с видом на весь город,",1200.0,3487.44,True,https://re.kufar.by/vi/1073375971,,,71.0,42.4,12.4,3,,23.0,30.0,4,2015.0,30,27.532545,53.906757,"Кальварийская ул, 16, Минск",ООО Центр недвижимости ГАЛАКТИКА
1075426947,2026-07-01T16:28:59Z,"Квартира на 1,5 месяца сдается девушке без вредных привычек, без животных","Сдается квартира с 15 июля по 1 сентября девушке без животных, без вредных привычек",378.5,1100.0,False,https://re.kufar.by/vi/1075426947,1.0,,31.0,17.0,6.0,2,1,1.0,4.0,3,1960.0,23,27.600225,53.933444,"Якуба Коласа ул, 57к2, Минск",Светлана
1074969771,2026-07-01T16:26:23Z,Квартира,"Сдам двухкомнатную квартиру на короткий период 1-3 месяца. В квартире всё имеется для комфортного проживания, рядом хорошо развита инфраструктура. Опл",630.0,1830.91,False,https://re.kufar.by/vi/1074969771,4.0,,55.0,31.0,7.0,3,,5.0,9.0,,,23,27.561436,53.918609,"Максима Богдановича ул, 55, Минск",анжела
1075266821,2026-07-01T16:24:16Z,Квартира,"Сдается однакомнатная квартира в центре Минска . В квартире имеется все для комфортного проживания. 
В шаговой доступности станции метро Парк Челюкинц",630.0,1830.91,False,https://re.kufar.by/vi/1075266821,2.0,,31.0,20.0,6.0,1,,3.0,3.0,,,24,27.605283,53.923026,"Независимости пр, 87, Минск",анжела
1075427122,2026-07-01T16:24:08Z,Сдам 1 комнатную квартиру на длительный срок,"Сдаётся в долгосрочную аренду паре без детей и животных, или одной девушке уютная, теплая 1-я квартира. Удобное транспортное сообщение, рядом метро, в",530.0,1540.29,False,https://re.kufar.by/vi/1075427122,2.0,,33.0,17.0,7.2,3,5,5.0,9.0,1,1968.0,26,27.615757,53.876085,"Партизанский пр, 32к2, Минск",Дмитрий
1075240454,2026-07-01T16:21:29Z,1-комн.квартира в длительн. аренду от собственника,"Сдается по договору в длительную аренду уютная однокомнатная квартира, полностью укомплектованная мебелью. В комнате раскладной диван, раскладной журн",450.0,1307.79,False,https://re.kufar.by/vi/1075240454,2.0,120,35.0,17.0,7.2,3,5,5.0,9.0,1,1972.0,23,27.573698,53.926345,"Кульман ул, 32, Минск",Светлана
1058565543,2026-07-01T16:18:55Z,"Собственник, сдам 3-х комнатную ЭКО-квартиру.","Собственник. Сдается рядом с парком Челюскинцев и Ботаническим садом уютная со всеми удобствами 3-х комнатная ЭКО-квартира на длительный срок, идеальн",680.0,1976.22,False,https://re.kufar.by/vi/1058565543,4.0,,80.0,51.5,12.0,3,5,2.0,6.0,1,2006.0,24,27.604217559586207,53.930468136652635,"переулок Калинина, 5А, Минск",Юлия
1075425795,2026-07-01T16:17:44Z,"Сдам однокомнатную квартиру в центре Минска, ул. В. Хоружей, 39","Сдаю 1‑комнатную квартиру в тихом районе центра города. Полностью укомплектована: заезжай и живи.
Техника: 
стиральная машина, холодильник, СВЧ‑печь,",470.0,1365.91,False,https://re.kufar.by/vi/1075425795,2.0,,32.7,,6.2,,5,1.0,5.0,,1968.0,22,27.553001,53.922575,"Веры Хоружей ул, 39, Минск",Илья
1070237049,2026-07-01T16:12:59Z,Сдам евротрёшку Минск-Мир,Сдаётся евротрёшка на 13 этаже (две отдел.жил. комнаты + жил. с кухон. оборудов.) (5 мин. до станции метро Аэродромная) по договору на длительный срок,653.77,1900.0,False,https://re.kufar.by/vi/1070237049,5.0,170,46.3,37.9,,3,,13.0,25.0,2,2024.0,28,27.555318,53.865499,"Николы Теслы ул, 28, Минск",Ольга
1075259259,2026-07-01T16:09:08Z,"1к квартира в Минске в аренду, Сурганова, пл Бангалор","Сдаётся на длительный срок 1-комнатная квартира в центральной части Минска, пл. Бангалор, ул. Сурганова, д. 76.
Квартира сдаётся гражданам Беларуси -",400.0,1162.48,False,https://re.kufar.by/vi/1075259259,2.0,,36.6,17.9,7.1,3,1,5.0,16.0,1,1986.0,23,27.581082,53.930661,"Сурганова ул, 76, Минск",Нелли
1075424423,2026-07-01T15:56:52Z,Сдается квартира,"Современный ремонт.Вся техника премиум-класса BOSCH: холодильник, посудомоечная машина, духовка, чайник. Варочная панель. Посуда. Отдельная стиральная",750.0,2179.65,False,https://re.kufar.by/vi/1075424423,2.0,,42.0,34.6,,2,5,4.0,7.0,2,2025.0,23,27.568128,53.964618,"Виталия Цвирко ул, 100, Минск",Андрей
1075422470,2026-07-01T15:39:11Z,Квартира,"Сдается двухкомнатная квартира ,метро автозаводская в 5 мин,гипермаркет,водохранилище,зоопарк,5-й роддом ,центр 15 мин.",650.0,1889.03,False,https://re.kufar.by/vi/1075422470,2.0,,75.0,,,1,5,,,1,,26,27.637164,53.862329,"Виктора Ливенцева ул, 6, Минск",Milana
1073452873,2026-07-01T15:38:33Z,Сдам,"СДАМ
1к квартиру по ул Матусевича д.50
Красная ветка метро
До м.Спортивная 20-25 мин прогулочным шагом, до м.Кунцевщина 15-20
На транспорте минут 10",0.0,0.0,False,https://re.kufar.by/vi/1073452873,4.0,65,40.0,,10.0,3,,4.0,13.0,10,2013.0,30,27.461723,53.917039,"Матусевича ул, 50, Минск",Наталья
1075422290,2026-07-01T15:35:14Z,Квартира сдаётся на длительный срок,"Сдаётся 2х комнатная, уютная квартира гражданам, старше 20 лет, без посредников.Без животных. По договору, на длительный срок. В квартире прописан 1 ч",412.91,1200.0,False,https://re.kufar.by/vi/1075422290,2.0,,46.7,,,3,,5.0,9.0,1,1989.0,28,27.545149,53.878251,"Воронянского ул, 13к1, Минск",Татьяна
1066441237,2026-07-01T15:32:42Z,"3-х комнатная квартира (сдается, аренда) на долгий срок","Сдается 3-х комнатная квартира в сталинке на долгий срок 
Сдается по договору, под ремонт, на срок от 4-5 лет
Без повышения арендной платы на весь сро",200.0,581.24,False,https://re.kufar.by/vi/1066441237,8.0,235,65.0,45.0,7.0,2,22,2.0,3.0,3,,28,27.552057,53.846587,"Пирогова ул, 2, Минск",Дмитрий
1073444805,2026-07-01T15:26:53Z,Сдам 1ком квартиру,"Сдам квартиру 1 человеку,паре на длительный срок,только граждане РБ,без домашних животных.
В квартире сделан ремонт,есть вся мебель и техника:кровать,",447.32,1300.0,False,https://re.kufar.by/vi/1073444805,,,38.0,17.0,7.0,,5,9.0,16.0,,1987.0,23,27.585439,53.929362,"Сурганова ул, 52, Минск",Пользователь
1074818761,2026-07-01T15:26:31Z,Сдаётся 1-комнатная квартира в центре,"Сдаётся 1-комнатная квартира на длительный срок(от 15 дней) для любых граждан с детьми и животными

По вопросам звонить по телефону!",450.0,1307.79,False,https://re.kufar.by/vi/1074818761,,,42.0,,,1,,2.0,12.0,,,23,27.581073,53.934281,"Максима Богдановича ул, 114, Минск",Наталья
1074203744,2026-07-01T15:25:56Z,Сдаётся квартира-студия в ж/к Маяк Минска на короткий срок,"Сдаётся с 26 ИЮНЯ (на короткий срок от 15-ти дней) просторная квартира-студия 45 м² в престижном районе ЖК ""Маяк Минска"".

Полностью готова к проживан",550.0,1598.41,False,https://re.kufar.by/vi/1074203744,2.0,325,45.0,,,3,5,4.0,16.0,,,24,27.655013,53.932431,"Кирилла Туровского ул, 8, Минск",Елена
1067420235,2026-07-01T15:19:28Z,Сдам квартиру,"Сдам замечательную квартиру , Сталинка свелую,просторную,в центре города до метро Академия наук 5 мин на длительный срок предпочтительно семье .Возмож",600.0,1743.72,False,https://re.kufar.by/vi/1067420235,4.0,,56.0,40.0,,1,10,3.0,4.0,3,1950.0,23,27.591098,53.924267,"Якуба Коласа ул, 31, Минск",Олег
1075421099,2026-07-01T15:18:21Z,"Сдаю 1 комнатную квартиру: Минск, Сурганова, 88 (пл.Бангалор)","1 квартира, 54 м2 по адресу Минск, Сурганова, 88, 3-ий этаж, окна выходят во двор, (пл. Бангалор, 3 остановки от станции метро Академия наyк, рядом ун",450.0,1307.79,False,https://re.kufar.by/vi/1075421099,2.0,,54.0,23.0,8.9,3,,3.0,18.0,4,,23,27.578369,53.931949,"Сурганова ул, 88, Минск",Владимир
1075420911,2026-07-01T15:15:29Z,Сдача квартиры,"Квартира в отличном состоянии, полностью укомплектована.Теплая зимой, летом не жарко. Уютная. Кухня большая. Посуда есть. .месторасположение хорошее.ф",567.75,1650.0,False,https://re.kufar.by/vi/1075420911,3.0,265,55.0,30.0,9.9,1,5,1.0,12.0,10,1994.0,30,27.437594,53.883113,"Сухаревская ул, 3, Минск",Валентин
1074864891,2026-07-01T15:13:24Z,Квартира в центре Минска,На длительный срок по договору сдаётся светлая и уютная квартира в центре Минска. В квартире имеется всё для комфортного проживания: стиральная машина,450.0,1307.79,False,https://re.kufar.by/vi/1074864891,,,38.0,,,,,1.0,4.0,3,,29,27.537967378001643,53.89081934733068,"Фабрициуса ул, 3, Минск",Андрей
1075078393,2026-07-01T15:11:50Z,Квартира на длительный срок,"Квартира, с хорошим ремонтом, видом на библиотеку и всем необходимым для проживания в прекрасном районе Маяк Минска. Рядом школа, шопинг, множество ка",683.28,1985.76,False,https://re.kufar.by/vi/1075078393,2.0,325,45.0,38.0,,1,5,2.0,9.0,,2020.0,24,27.654088,53.930327,"Кирилла Туровского ул, 26, Минск",Оксана
1065881106,2026-07-01T14:57:09Z,Современная квартира в ЖК ''Северный Берег'' с кладовой,"Современная квартира в ЖК ""Северный Берег"" с кладовой.
Сдается стильная евротрехкомнатная квартира впервые после дизайнерского ремонта. Пространство п",1200.0,3487.44,False,https://re.kufar.by/vi/1065881106,1.0,,52.0,40.3,10.0,3,10,6.0,10.0,2,2025.0,23,27.563035,53.96341,"Виталия Цвирко ул, 75, Минск",Каролина
1061326770,2026-07-01T14:56:13Z,Аренда 4х-комнатной квартиры с дизайнерским ремонтом  в Маяке Минска,"Аренда с 15.05.2026  НА НЕДЕЛИ,МЕСЯЦЫ дизайнерской 4х-комнатной квартиры в Маяке Минска около Национальной библиотеки. Отличное месторасположение (7 м",1700.0,4940.54,False,https://re.kufar.by/vi/1061326770,7.0,325,78.0,74.0,,3,10,3.0,24.0,10,2020.0,24,27.651142,53.928227,"Франциска Скорины ул, 5, Минск",Ирина
1075419392,2026-07-01T14:56:00Z,Долгосрочная аренда,"Сдаётся на долгосрок. С 27.07.2026. ЖК Антоновский, пешая доступность метро. 1комн. студия, залог за 1 мес.",450.0,1307.79,False,https://re.kufar.by/vi/1075419392,2.0,,30.0,,,3,10,7.0,16.0,1,2024.0,27,27.593140611520774,53.88814640478443,"Станиславского ул, 19, Минск",Юрий
